Row_ID,Order_ID,Order_Date,Ship_Date,Customer_Name,Segment,City,Category,Product_Name,Sales,Quantity,Discount,Profit
404,ORD00404,04-10-2025,05-10-2025,Todd Lynch,Corporate,Chennai,Furniture,Education Beauty,7751.35,6,0.41,2226.88
405,ORD00405,30-07-2024,03-08-2024,Mark Wagner,Corporate,Pune,Furniture,Discussion Electronics,5648.66,3,0.2,271.48
406,ORD00406,10-12-2024,15-12-2024,Frank Miller,Corporate,Mumbai,Electronics,Choice Beauty,3021.14,8,0.18,845.38
407,ORD00407,24-09-2024,25-09-2024,Vincent Grant,Home Office,Mumbai,Beauty,Personal Grocery,9496.87,4,0.04,684.9
408,ORD00408,16-04-2026,18-04-2026,Roger Jefferson,Home Office,Hyderabad,Grocery,Party Furniture,819.22,10,0.42,184.3
409,ORD00409,24-08-2025,31-08-2025,Heather Brooks,Consumer,Delhi,Electronics,Production Furniture,2267.93,4,0.37,605.91
410,ORD00410,09-10-2025,14-10-2025,Kaitlyn Jacobson,Consumer,Hyderabad,Furniture,Class Beauty,9326.73,10,0.26,1725.66
411,ORD00411,15-11-2025,18-11-2025,Rachel Lara,Consumer,Hyderabad,Furniture,Television Beauty,9953.03,5,0.16,2840.85
412,ORD00412,23-06-2024,30-06-2024,Dustin Nixon,Corporate,Pune,Fashion,Smile Beauty,7324.55,10,0.48,611.68
413,ORD00413,17-11-2024,19-11-2024,Ricky Newman,Home Office,Bangalore,Fashion,Himself Electronics,3210.84,7,0.05,777.17
414,ORD00414,17-01-2025,23-01-2025,Peter Ferguson,Home Office,Chennai,Furniture,Record Beauty,3564.18,10,0.49,405.32
415,ORD00415,26-01-2025,30-01-2025,Daniel Martinez,Corporate,Delhi,Grocery,Day Furniture,1935.86,6,0.22,-384.29
416,ORD00416,09-04-2026,15-04-2026,Scott Davis,Home Office,Mumbai,Electronics,Congress Electronics,5835.14,8,0.38,44.38
417,ORD00417,27-10-2024,01-11-2024,Deborah Fowler,Home Office,Chennai,Grocery,Machine Beauty,5776.09,6,0.15,929.89
418,ORD00418,08-11-2025,15-11-2025,Ryan Tucker,Corporate,Chennai,Beauty,Value Electronics,3613.17,10,0.26,-721.95
419,ORD00419,11-08-2024,12-08-2024,Stephen Ortiz,Home Office,Delhi,Electronics,Return Fashion,2884.68,4,0.29,542.27
420,ORD00420,24-10-2024,26-10-2024,Amber Alexander,Home Office,Pune,Electronics,Notice Grocery,1877.68,7,0.09,-88.01
421,ORD00421,26-03-2025,02-04-2025,Meagan Montes,Corporate,Pune,Grocery,Capital Fashion,3685.57,5,0.43,1017.47
422,ORD00422,15-02-2025,18-02-2025,Carlos Coleman,Corporate,Bangalore,Grocery,Protect Grocery,1852.67,10,0.16,247.89
423,ORD00423,30-09-2025,02-10-2025,Christopher Wyatt,Consumer,Delhi,Grocery,Republican Furniture,4881.38,6,0.07,1413.62
424,ORD00424,06-05-2024,11-05-2024,Lindsay Mcbride,Corporate,Hyderabad,Fashion,Area Furniture,6321.47,8,0.45,581.17
425,ORD00425,04-10-2024,08-10-2024,James Cummings,Consumer,Delhi,Grocery,They Fashion,2428.82,4,0.31,598.15
426,ORD00426,29-05-2024,02-06-2024,Sean Watkins,Corporate,Hyderabad,Furniture,Morning Electronics,2072.28,1,0.11,87.12
427,ORD00427,20-12-2025,24-12-2025,Robert Smith,Corporate,Pune,Beauty,Front Grocery,9813.31,1,0.06,100.3
428,ORD00428,15-06-2025,18-06-2025,John Smith,Consumer,Delhi,Fashion,Action Electronics,1695.44,1,0.44,-201.5
429,ORD00429,15-12-2024,17-12-2024,Jeffrey Guerra,Consumer,Chennai,Electronics,Least Beauty,8232.6,5,0.36,-318.58
430,ORD00430,09-07-2024,11-07-2024,Robert Anderson,Home Office,Bangalore,Grocery,Piece Fashion,2185.43,8,0.04,-434.85
431,ORD00431,06-02-2026,10-02-2026,William Villa,Consumer,Delhi,Electronics,Only Furniture,8586.52,6,0.34,-490.28
432,ORD00432,07-08-2024,08-08-2024,Laurie Richardson,Consumer,Bangalore,Beauty,End Furniture,1905.05,10,0.39,518.88
433,ORD00433,16-04-2026,19-04-2026,Eric Curtis,Home Office,Delhi,Beauty,Body Fashion,353.87,8,0.35,-49.3
434,ORD00434,15-05-2025,18-05-2025,Brandon Weber,Corporate,Bangalore,Fashion,Interesting Electronics,9157.11,10,0.04,2237.19
435,ORD00435,29-03-2025,04-04-2025,Evan Smith,Consumer,Mumbai,Beauty,Hair Electronics,1358.18,7,0.4,-77.65
436,ORD00436,01-04-2025,04-04-2025,Robert Delgado,Consumer,Hyderabad,Fashion,Pm Beauty,2910.05,7,0.03,455.89
437,ORD00437,03-08-2025,06-08-2025,Deborah Thomas,Home Office,Delhi,Fashion,Close Fashion,8244.92,3,0.23,948.06
438,ORD00438,14-06-2024,15-06-2024,Michelle Francis,Consumer,Hyderabad,Electronics,Anything Electronics,4478.28,10,0.14,-26.46
439,ORD00439,15-01-2026,21-01-2026,Olivia Pope,Corporate,Delhi,Furniture,Action Beauty,5229.66,4,0.29,1131.26
440,ORD00440,11-12-2025,17-12-2025,Maria Burgess,Home Office,Pune,Grocery,East Furniture,4005.14,9,0.16,-244.86
441,ORD00441,21-05-2024,25-05-2024,Michael Cox,Corporate,Mumbai,Electronics,First Beauty,4674.52,4,0.09,990.27
442,ORD00442,03-08-2024,08-08-2024,Carol Figueroa,Consumer,Bangalore,Beauty,Power Furniture,8374.01,3,0.31,-481.21
443,ORD00443,18-06-2024,19-06-2024,Maria Zavala,Corporate,Mumbai,Furniture,On Furniture,1554.4,7,0.44,416.74
444,ORD00444,20-08-2024,24-08-2024,Evelyn Ward,Consumer,Bangalore,Grocery,Size Beauty,9901.11,1,0.02,2431.81
445,ORD00445,11-11-2025,15-11-2025,Bradley Day,Consumer,Delhi,Grocery,Exist Beauty,4413.28,2,0.09,1121.68
446,ORD00446,04-08-2024,08-08-2024,Amber Bass,Consumer,Delhi,Beauty,That Fashion,3246.13,1,0.41,773.7
447,ORD00447,05-07-2024,09-07-2024,James Carter,Consumer,Bangalore,Beauty,Least Electronics,4281.77,7,0.31,1297.91
448,ORD00448,10-01-2026,16-01-2026,Cynthia Bryant,Home Office,Pune,Furniture,Too Beauty,877.96,7,0.42,-80.23
449,ORD00449,16-02-2025,17-02-2025,Kristina Chavez,Home Office,Bangalore,Fashion,Difficult Beauty,5636.96,1,0.13,707.7
450,ORD00450,12-06-2024,18-06-2024,Gabriel Mullen,Home Office,Hyderabad,Beauty,Over Electronics,7821.63,4,0.24,435.55
451,ORD00451,14-05-2024,17-05-2024,April Rodriguez,Corporate,Hyderabad,Beauty,Off Grocery,8581.91,6,0.44,-514.53
452,ORD00452,22-02-2025,01-03-2025,Madeline Owen,Consumer,Hyderabad,Fashion,Treatment Electronics,9782.7,4,0.29,3000.3
453,ORD00453,07-04-2026,12-04-2026,Kim Perkins,Corporate,Bangalore,Grocery,Official Beauty,8817.2,4,0.41,-602.01
454,ORD00454,01-02-2025,08-02-2025,Anthony Reyes,Corporate,Pune,Beauty,Listen Electronics,9083.06,1,0.01,741.49
455,ORD00455,26-02-2026,03-03-2026,Mr. Billy Rodriguez,Corporate,Chennai,Grocery,Act Grocery,1483.28,2,0.4,398.5
456,ORD00456,31-08-2024,07-09-2024,Heather Andrews,Corporate,Hyderabad,Fashion,Heart Furniture,9132.27,10,0.05,2425.43
457,ORD00457,08-09-2025,14-09-2025,Danielle Lopez,Home Office,Delhi,Fashion,Agent Beauty,7063.53,4,0.03,-820.62
458,ORD00458,24-07-2025,29-07-2025,Andrew Spencer,Corporate,Pune,Furniture,Shake Fashion,8921.12,9,0.11,1291.02
459,ORD00459,09-03-2025,14-03-2025,Michael Burns,Consumer,Pune,Furniture,These Furniture,4650.42,5,0.12,-34.67
460,ORD00460,20-06-2024,22-06-2024,Paula Perez,Home Office,Bangalore,Grocery,Inside Furniture,3424.36,3,0.47,1177.82
461,ORD00461,22-02-2026,28-02-2026,Mrs. Crystal Price,Consumer,Hyderabad,Beauty,Film Grocery,8679.52,2,0.03,-102.89
462,ORD00462,25-05-2024,31-05-2024,Tara Anderson,Home Office,Mumbai,Furniture,Popular Furniture,5878.27,5,0.08,-169.86
463,ORD00463,09-11-2024,11-11-2024,Stephanie Martin,Home Office,Bangalore,Fashion,Especially Furniture,6527.91,5,0.05,1212.15
464,ORD00464,12-11-2025,14-11-2025,Thomas Stewart,Consumer,Delhi,Electronics,Build Grocery,4416.81,1,0.01,406.15
465,ORD00465,15-01-2026,21-01-2026,Tammy Chapman,Home Office,Pune,Electronics,General Furniture,7135.42,3,0.36,1927.84
466,ORD00466,04-12-2025,07-12-2025,Steve Flynn,Home Office,Delhi,Fashion,Three Electronics,2131.17,5,0.41,-221.85
467,ORD00467,20-12-2025,24-12-2025,Kenneth Griffin,Corporate,Chennai,Beauty,Produce Fashion,1182.53,2,0.28,290.58
468,ORD00468,19-06-2025,23-06-2025,Luis Nichols,Home Office,Bangalore,Beauty,Deal Electronics,7029.96,1,0.17,-510.11
469,ORD00469,16-12-2025,21-12-2025,John Boyd,Corporate,Hyderabad,Fashion,Set Electronics,8829.97,8,0.26,1149.59
470,ORD00470,02-07-2025,03-07-2025,Stacey Barnes,Consumer,Hyderabad,Furniture,Space Grocery,405.35,1,0.23,55.39
471,ORD00471,17-07-2025,23-07-2025,Donald Weaver,Consumer,Bangalore,Fashion,Tonight Grocery,4258.76,2,0.48,466.91
472,ORD00472,25-04-2025,26-04-2025,Jason Lowery,Corporate,Hyderabad,Furniture,Enjoy Fashion,4591.99,6,0.02,318.86
473,ORD00473,16-01-2025,18-01-2025,Anna Berry,Consumer,Hyderabad,Grocery,President Beauty,6583.59,9,0.03,89.44
474,ORD00474,25-10-2025,29-10-2025,Luke Rodriguez,Consumer,Bangalore,Furniture,Who Furniture,9359.07,5,0.41,2751.47
475,ORD00475,06-05-2024,12-05-2024,Angela Smith,Home Office,Chennai,Beauty,Mother Fashion,1910.82,10,0.47,300.53
476,ORD00476,15-08-2024,19-08-2024,Christian Richard,Home Office,Delhi,Fashion,Growth Fashion,6331.1,5,0.31,2188.65
477,ORD00477,18-04-2025,20-04-2025,Jennifer Allen,Consumer,Hyderabad,Electronics,Mother Fashion,8400.28,3,0.49,-395.31
478,ORD00478,25-05-2024,01-06-2024,Alicia Wiley,Consumer,Delhi,Grocery,Lead Furniture,8904.08,3,0.05,2326.08
479,ORD00479,12-04-2026,15-04-2026,Mark Jones,Corporate,Hyderabad,Grocery,Something Electronics,304.32,7,0.3,89.79
480,ORD00480,08-03-2025,13-03-2025,Paul Olsen,Consumer,Chennai,Electronics,Season Fashion,9726.04,9,0.26,1766.01
481,ORD00481,27-07-2025,30-07-2025,Anne Mason,Home Office,Chennai,Beauty,Employee Furniture,4853.44,2,0.37,-311.45
482,ORD00482,27-06-2025,30-06-2025,Robert Durham,Home Office,Hyderabad,Furniture,Future Beauty,8821.88,2,0.26,-63.84
483,ORD00483,16-06-2025,17-06-2025,Lisa Griffin,Corporate,Delhi,Grocery,Baby Electronics,3907.08,4,0.28,-384.03
484,ORD00484,06-10-2025,09-10-2025,Frances Jones,Corporate,Hyderabad,Fashion,Political Electronics,9687.02,8,0.05,3183.73
485,ORD00485,22-01-2025,29-01-2025,Dr. Rachel Mayo,Corporate,Delhi,Beauty,Suffer Electronics,9286.5,8,0.47,957.35
486,ORD00486,30-05-2024,03-06-2024,Jason Miller,Home Office,Hyderabad,Grocery,Billion Furniture,4547.13,6,0.09,-702.28
487,ORD00487,11-02-2025,12-02-2025,Megan Lee,Corporate,Bangalore,Grocery,Husband Furniture,1420.66,8,0.43,308.66
488,ORD00488,01-07-2025,05-07-2025,John Morales,Home Office,Chennai,Electronics,Long Fashion,8361.8,2,0.49,-544.66
489,ORD00489,21-08-2025,26-08-2025,Devon Tucker,Home Office,Hyderabad,Furniture,Least Beauty,7274.4,4,0.24,2297.72
490,ORD00490,31-01-2026,06-02-2026,Kenneth Tate,Consumer,Hyderabad,Furniture,Positive Fashion,3712.88,3,0.3,-737.16
491,ORD00491,27-01-2025,03-02-2025,Denise Carroll,Corporate,Bangalore,Furniture,Foot Grocery,1998.57,7,0.05,-373.11
492,ORD00492,10-03-2026,13-03-2026,Crystal Anderson,Corporate,Bangalore,Electronics,Trouble Furniture,4965.34,10,0.22,699.15
493,ORD00493,13-07-2025,14-07-2025,Brittany Smith,Consumer,Bangalore,Beauty,Pm Grocery,3675.58,3,0.36,578.42
494,ORD00494,17-07-2024,23-07-2024,Kevin Jensen,Corporate,Delhi,Grocery,Father Furniture,3849.22,8,0.13,457.61
495,ORD00495,20-05-2025,21-05-2025,Joseph Hubbard,Consumer,Mumbai,Grocery,Measure Grocery,7473.45,2,0.13,2464.85
496,ORD00496,29-05-2024,04-06-2024,Donna Evans,Corporate,Mumbai,Furniture,Inside Grocery,3977.28,10,0.36,1200.45
497,ORD00497,12-04-2025,19-04-2025,Mike Stewart,Corporate,Delhi,Beauty,Listen Fashion,5432.75,4,0.46,534.52
498,ORD00498,24-06-2024,27-06-2024,David Smith,Corporate,Pune,Grocery,Three Grocery,4222.05,2,0.12,962.65
499,ORD00499,07-09-2025,10-09-2025,Donna Mitchell,Consumer,Bangalore,Beauty,Herself Fashion,2915.36,5,0.1,-410.62
500,ORD00500,10-04-2026,11-04-2026,Gerald Ballard,Home Office,Chennai,Fashion,Degree Furniture,6368,9,0.5,76.89
501,ORD00501,10-12-2024,13-12-2024,Joseph Bryant,Consumer,Mumbai,Electronics,Past Fashion,7725.71,9,0.22,2337.73
502,ORD00502,27-05-2025,31-05-2025,Bobby Ball,Corporate,Mumbai,Beauty,Simply Fashion,1003.06,9,0.4,273.31
503,ORD00503,25-02-2025,03-03-2025,Ashley Porter,Consumer,Hyderabad,Fashion,Usually Furniture,1638.56,5,0.35,278.48
504,ORD00504,21-02-2025,25-02-2025,Jason Ramos,Consumer,Delhi,Beauty,Across Beauty,2366.78,10,0.29,-385.33
505,ORD00505,08-06-2024,11-06-2024,Jane Donovan,Consumer,Mumbai,Grocery,Billion Grocery,9176.3,10,0.19,1563.28
506,ORD00506,06-05-2024,09-05-2024,Joseph Vaughan,Consumer,Pune,Beauty,Discussion Fashion,2304.19,1,0.19,244.08
507,ORD00507,28-06-2025,02-07-2025,David Gray,Home Office,Pune,Grocery,Police Electronics,2458.04,6,0.21,405.31
508,ORD00508,06-03-2026,08-03-2026,Robert King,Home Office,Bangalore,Grocery,Relationship Furniture,6146.47,3,0.07,-661.99
509,ORD00509,11-03-2026,18-03-2026,Allison Dawson,Corporate,Hyderabad,Beauty,Dog Grocery,3298.4,5,0.08,-365.73
510,ORD00510,17-04-2026,24-04-2026,Cameron Miller,Corporate,Chennai,Furniture,Entire Electronics,4065.72,8,0.34,997.7
511,ORD00511,25-03-2026,30-03-2026,Terry Pearson,Corporate,Bangalore,Grocery,Probably Fashion,9066.53,1,0.06,413.65
512,ORD00512,25-12-2024,01-01-2025,Wendy Mcguire,Consumer,Chennai,Furniture,Movie Furniture,9221.59,2,0.19,2494.78
513,ORD00513,18-09-2024,24-09-2024,Nicole Wright,Home Office,Bangalore,Electronics,Inside Beauty,8523.24,4,0.39,-385.72
514,ORD00514,24-08-2024,30-08-2024,Derek Craig,Home Office,Mumbai,Grocery,Debate Furniture,7224.53,5,0.29,-639.61
515,ORD00515,18-12-2025,24-12-2025,Daniel Mccormick,Home Office,Mumbai,Grocery,Beautiful Electronics,5736.99,7,0.18,324.27
516,ORD00516,22-10-2024,28-10-2024,Deborah Holmes,Consumer,Bangalore,Furniture,Identify Fashion,1004.82,4,0.18,344.66
517,ORD00517,17-08-2024,19-08-2024,Meagan Oliver,Home Office,Hyderabad,Electronics,Indicate Electronics,4352.07,8,0.08,523.18
518,ORD00518,07-11-2025,13-11-2025,Travis Leonard,Consumer,Bangalore,Beauty,Sure Beauty,6252.67,2,0.32,879.41
519,ORD00519,06-12-2024,10-12-2024,Daniel Hardy,Consumer,Delhi,Beauty,Build Electronics,2606.86,4,0.5,139.36
520,ORD00520,27-08-2025,03-09-2025,Kelly Brandt,Consumer,Mumbai,Furniture,Last Electronics,6708.94,1,0.46,-42.85
521,ORD00521,18-06-2025,21-06-2025,Dr. Amy Lewis,Consumer,Mumbai,Fashion,Yourself Furniture,4486.27,4,0.04,690.65
522,ORD00522,12-05-2025,14-05-2025,Vickie Beasley,Corporate,Pune,Grocery,Walk Beauty,4467.76,3,0.27,1505.51
523,ORD00523,19-10-2024,20-10-2024,Julia Welch,Corporate,Chennai,Beauty,May Grocery,6668.97,2,0.38,-855.15
524,ORD00524,27-01-2026,02-02-2026,Gary Brown,Corporate,Hyderabad,Fashion,Better Grocery,4061.53,3,0.07,-809.08
525,ORD00525,18-03-2025,23-03-2025,Juan Wright,Home Office,Pune,Beauty,Company Beauty,3578.71,10,0.24,994.19
526,ORD00526,27-11-2024,30-11-2024,Susan Torres,Home Office,Pune,Beauty,Available Furniture,4481.41,7,0.35,468.94
527,ORD00527,16-03-2025,22-03-2025,Chad Garrison,Corporate,Bangalore,Furniture,Price Beauty,6231.94,7,0.22,1313.48
528,ORD00528,08-11-2025,14-11-2025,Carolyn Ward,Consumer,Hyderabad,Grocery,Movement Grocery,4680.47,9,0.37,1374.44
529,ORD00529,29-12-2025,04-01-2026,Willie Ellis,Corporate,Chennai,Furniture,Thing Grocery,1237.87,4,0.06,-82.68
530,ORD00530,03-04-2026,10-04-2026,Natasha Buchanan,Consumer,Mumbai,Fashion,Such Grocery,8892.22,5,0.02,2097.35
531,ORD00531,02-04-2025,04-04-2025,Cameron Soto,Consumer,Bangalore,Furniture,Sense Electronics,4032.78,4,0.02,422.33
532,ORD00532,27-02-2025,05-03-2025,Jennifer Johnson,Consumer,Chennai,Fashion,Year Grocery,1534.43,10,0.17,194.83
533,ORD00533,16-08-2025,18-08-2025,Robert Colon,Home Office,Hyderabad,Electronics,Represent Beauty,8278.74,5,0.02,-625.75
534,ORD00534,27-08-2025,29-08-2025,Marcus Tate,Consumer,Mumbai,Electronics,Value Furniture,3113.57,8,0.45,175.06
535,ORD00535,25-01-2026,01-02-2026,Mark Woodard,Consumer,Chennai,Beauty,Interest Beauty,9759.56,2,0.43,56.17
536,ORD00536,15-02-2025,21-02-2025,Michael Hanson,Home Office,Pune,Furniture,Article Beauty,3854.99,7,0.39,-55.73
537,ORD00537,29-08-2025,05-09-2025,Robert Carey,Home Office,Pune,Fashion,Truth Furniture,7078.74,3,0.47,316.18
538,ORD00538,22-11-2025,24-11-2025,James Thompson,Corporate,Chennai,Electronics,A Grocery,4734.39,4,0.14,109.82
539,ORD00539,30-11-2024,02-12-2024,Brenda Garcia,Consumer,Chennai,Electronics,Rest Beauty,1123.34,9,0.14,65.95
540,ORD00540,29-10-2025,31-10-2025,Savannah Myers,Corporate,Hyderabad,Grocery,Imagine Fashion,4673.46,4,0.3,126.55
541,ORD00541,06-07-2025,07-07-2025,Rebecca Hebert,Home Office,Mumbai,Furniture,Beyond Furniture,6615.2,3,0.2,-644.46
542,ORD00542,24-04-2026,01-05-2026,Kevin Vargas,Home Office,Pune,Grocery,List Beauty,5313.54,7,0.26,-117.15
543,ORD00543,30-11-2025,01-12-2025,Cynthia Torres,Home Office,Bangalore,Grocery,Only Electronics,8484.99,4,0.06,1884.67
544,ORD00544,19-01-2025,26-01-2025,Mrs. Julia Phillips,Consumer,Chennai,Electronics,Party Fashion,8827.66,10,0.44,574.78
545,ORD00545,27-12-2025,03-01-2026,Kimberly Miller,Home Office,Mumbai,Beauty,Office Grocery,5542.38,9,0.23,-688.26
546,ORD00546,14-11-2024,20-11-2024,Brandon Fitzgerald,Consumer,Bangalore,Beauty,Common Grocery,4521.55,4,0.47,806.2
547,ORD00547,09-11-2024,12-11-2024,David Burgess,Consumer,Chennai,Beauty,Create Furniture,2178.12,1,0.27,-142.89
548,ORD00548,21-06-2025,26-06-2025,Hunter Aguilar,Consumer,Mumbai,Fashion,Poor Furniture,9315.79,8,0.22,-989.39
549,ORD00549,25-03-2025,30-03-2025,Kelly Rice,Corporate,Chennai,Grocery,Report Furniture,7008.46,8,0.45,2087.47
550,ORD00550,14-03-2026,17-03-2026,Nicholas Nguyen,Corporate,Delhi,Furniture,Remember Beauty,6549.34,7,0.43,-311.21
551,ORD00551,30-06-2024,02-07-2024,Mitchell Lynn,Corporate,Bangalore,Fashion,Whether Grocery,8536.59,2,0.23,2729.25
552,ORD00552,27-11-2025,03-12-2025,Jo Vega,Home Office,Hyderabad,Grocery,There Fashion,1719.71,7,0.34,-310.85
553,ORD00553,16-07-2025,18-07-2025,Anthony Fletcher,Home Office,Pune,Electronics,Most Furniture,1524.62,5,0.15,496.83
554,ORD00554,25-12-2025,28-12-2025,Miguel Lopez MD,Home Office,Mumbai,Beauty,Lay Electronics,281.01,8,0.39,20.79
555,ORD00555,30-08-2024,04-09-2024,Valerie Simpson,Consumer,Chennai,Electronics,Industry Beauty,1285.81,9,0.2,32.71
556,ORD00556,18-09-2025,19-09-2025,Bryce Alexander,Home Office,Hyderabad,Furniture,Yes Grocery,9114.32,4,0.12,2254.31
557,ORD00557,19-08-2024,25-08-2024,Steven Smith,Consumer,Pune,Grocery,Determine Fashion,2547.38,8,0.07,-502.5
558,ORD00558,12-04-2026,19-04-2026,Christian Murray,Corporate,Chennai,Electronics,Large Furniture,5454.86,2,0.03,192.82
559,ORD00559,06-12-2024,11-12-2024,James Hammond,Home Office,Delhi,Electronics,Still Furniture,1408.62,5,0.39,364.03
560,ORD00560,01-03-2025,07-03-2025,Lisa Cardenas,Consumer,Chennai,Furniture,Professional Fashion,9138.36,10,0.23,-237
561,ORD00561,05-12-2024,08-12-2024,Martha Roman,Consumer,Delhi,Electronics,Leave Electronics,4494.3,5,0.1,208.74
562,ORD00562,08-07-2025,10-07-2025,Ryan Bauer,Corporate,Delhi,Furniture,Seem Fashion,9060.35,9,0.39,3139.89
563,ORD00563,28-02-2025,06-03-2025,Lisa Johnson,Home Office,Bangalore,Beauty,Your Electronics,640.72,8,0.11,-11.43
564,ORD00564,19-12-2024,20-12-2024,Kathryn Perry,Home Office,Chennai,Beauty,Yet Fashion,9929.28,3,0.47,1320.7
565,ORD00565,14-06-2024,16-06-2024,Ronald Terry,Corporate,Bangalore,Furniture,Letter Beauty,5849.34,1,0.09,-17.78
566,ORD00566,23-06-2024,30-06-2024,Dr. Jamie Howe MD,Home Office,Hyderabad,Electronics,Across Grocery,4441.77,7,0.1,-147.74
567,ORD00567,25-06-2025,30-06-2025,Benjamin Kim,Consumer,Pune,Furniture,Candidate Electronics,1302.56,10,0.06,354.87
568,ORD00568,19-10-2024,20-10-2024,Scott Adams,Home Office,Pune,Electronics,Write Grocery,4956.06,5,0.43,-516.87
569,ORD00569,03-02-2025,05-02-2025,Thomas Carter,Home Office,Bangalore,Beauty,Require Fashion,4322.62,9,0.23,227.43
570,ORD00570,30-04-2026,03-05-2026,Joanna Saunders,Consumer,Mumbai,Grocery,Couple Grocery,5264.25,9,0.28,-212.72
571,ORD00571,18-03-2025,20-03-2025,April Mcneil,Home Office,Chennai,Electronics,Agent Grocery,7701.84,3,0.06,-1115.83
572,ORD00572,17-01-2026,20-01-2026,Kaitlyn Ellis DDS,Corporate,Chennai,Beauty,Writer Grocery,3242.69,9,0.45,692.9
573,ORD00573,16-02-2025,23-02-2025,Ryan Roach,Consumer,Hyderabad,Fashion,Remain Grocery,6987.7,10,0.29,-676.48
574,ORD00574,17-09-2025,22-09-2025,Nancy Walters,Consumer,Bangalore,Beauty,See Furniture,3838.81,8,0.05,-559.67
575,ORD00575,02-01-2025,03-01-2025,Joshua Freeman,Corporate,Bangalore,Electronics,Responsibility Electronics,2012.36,7,0.38,555.2
576,ORD00576,05-11-2025,10-11-2025,Lori Johnson,Home Office,Bangalore,Beauty,Then Grocery,2093.24,2,0.14,681.81
577,ORD00577,11-08-2025,16-08-2025,David Allen,Corporate,Chennai,Beauty,Crime Grocery,9655.73,6,0.46,2079.26
578,ORD00578,23-06-2024,28-06-2024,Valerie Obrien,Home Office,Bangalore,Beauty,Explain Grocery,8820.67,9,0.27,-1453.23
579,ORD00579,29-08-2025,03-09-2025,Misty Mullen,Corporate,Pune,Beauty,Near Fashion,443.54,2,0.04,29.07
580,ORD00580,03-01-2026,08-01-2026,Eric Lang,Home Office,Mumbai,Electronics,Practice Beauty,5531.05,5,0.06,81.06
581,ORD00581,19-03-2026,25-03-2026,Jason Cooper,Consumer,Bangalore,Furniture,Throughout Furniture,6877.63,8,0.49,1576.03
582,ORD00582,16-07-2025,19-07-2025,Janet Anderson,Consumer,Pune,Fashion,Table Fashion,5397.65,1,0.43,1702.89
583,ORD00583,09-04-2025,10-04-2025,Melody Davis,Corporate,Bangalore,Furniture,Collection Fashion,4320.82,3,0.32,81.88
584,ORD00584,07-01-2025,13-01-2025,Timothy Wolfe,Consumer,Bangalore,Beauty,Their Fashion,1377.23,1,0.12,142.24
585,ORD00585,28-06-2024,29-06-2024,Michelle Smith,Corporate,Mumbai,Beauty,Board Grocery,6954.31,7,0.14,-282.93
586,ORD00586,15-09-2025,18-09-2025,Michael Thompson,Corporate,Pune,Fashion,Employee Fashion,5346.16,2,0.12,-736.57
587,ORD00587,14-08-2025,18-08-2025,Heather Melendez,Consumer,Mumbai,Electronics,Claim Furniture,4543.48,8,0.4,-707.81
588,ORD00588,24-10-2024,25-10-2024,Dr. Patrick Rodriguez,Corporate,Mumbai,Fashion,Join Furniture,4398.35,5,0.05,1386.07
589,ORD00589,05-11-2025,08-11-2025,Maria Tucker,Home Office,Hyderabad,Beauty,Too Grocery,3919.33,10,0.5,448.45
590,ORD00590,21-09-2024,26-09-2024,Jordan Mathis,Corporate,Chennai,Electronics,Brother Electronics,6990.45,2,0.09,1561.29
591,ORD00591,09-01-2025,10-01-2025,Samuel Hawkins,Consumer,Delhi,Grocery,Color Electronics,9775.69,5,0.31,1424.21
592,ORD00592,01-07-2025,06-07-2025,Mr. Aaron Merritt MD,Consumer,Mumbai,Fashion,Look Fashion,1208.1,2,0.21,-205.26
593,ORD00593,02-02-2026,07-02-2026,Richard Barrett,Home Office,Hyderabad,Grocery,Thank Grocery,3393.49,8,0.3,952.6
594,ORD00594,02-08-2025,04-08-2025,Frank Robinson,Consumer,Chennai,Electronics,Drop Fashion,3039.78,3,0.33,-473.8
595,ORD00595,31-03-2025,02-04-2025,Nicholas Patton,Corporate,Hyderabad,Furniture,Property Fashion,6897.15,3,0.2,427.97
596,ORD00596,18-08-2025,22-08-2025,Mary Lane,Consumer,Mumbai,Furniture,Reveal Grocery,5447.43,9,0.15,-65.24
597,ORD00597,04-08-2024,05-08-2024,Jordan Carr,Consumer,Delhi,Grocery,Final Fashion,2230.08,8,0.43,716.17
598,ORD00598,02-05-2025,03-05-2025,Jenny Wright,Corporate,Delhi,Electronics,For Beauty,3406.93,1,0.1,361.6
599,ORD00599,03-12-2024,08-12-2024,Jennifer Lewis,Consumer,Pune,Furniture,Change Electronics,3071.77,9,0.04,-270.73
600,ORD00600,22-04-2026,24-04-2026,Kimberly Reynolds,Consumer,Mumbai,Electronics,It Electronics,9899.63,5,0.16,-42.01
601,ORD00601,09-02-2026,13-02-2026,Michael Davis,Corporate,Bangalore,Fashion,What Fashion,9868.33,7,0.2,-965.43
602,ORD00602,23-05-2024,27-05-2024,Amy Hurst,Consumer,Pune,Electronics,Step Grocery,8014.12,2,0.14,-627.16
603,ORD00603,23-02-2026,25-02-2026,Teresa Turner,Consumer,Bangalore,Beauty,Item Beauty,1293.75,1,0.47,-182.61
604,ORD00604,17-07-2024,24-07-2024,Heather Arellano,Home Office,Hyderabad,Grocery,Result Electronics,8571.71,4,0.38,1985.41
